Admission_rate,Midpoint_of_SAT_scores_at_the_institution__math,In_state_tuition_and_fees,Out_of_state_tuition_and_fees,Average_faculty_salary,Average_cost_of_attendance__academic_year_institutions,Percentage_of_undergraduates_who_receive_a_Pell_Grant,Median_family_income,Control_of_institution,Completion_rate_for_first_time_full_time_target
-1,-1,30,44,75,17,22,-1,2,0
-1,-1,1,11,89,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,31,-1,-1,-1,1,0
-1,-1,-1,-1,52,-1,-1,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
40,54,99,99,96,95,50,-1,1,1
14,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,94,93,-1,90,69,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,48,0,0
-1,-1,11,34,36,24,29,-1,2,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
20,26,95,95,75,90,47,-1,1,1
-1,-1,-1,-1,-1,-1,91,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,59,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,7,-1,-1,65,0,0
7,1,57,47,42,47,91,-1,1,0
-1,-1,35,14,-1,-1,-1,36,2,0
14,29,71,65,83,59,36,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,36,-1,-1,-1,1,0
-1,-1,67,60,-1,63,97,-1,0,0
-1,-1,2,22,88,14,6,-1,2,0
0,-1,23,5,-1,-1,20,-1,1,0
-1,-1,-1,-1,67,-1,-1,84,1,0
-1,-1,-1,-1,3,-1,-1,51,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
84,18,43,72,81,40,41,-1,2,0
-1,-1,-1,-1,13,-1,-1,34,2,0
70,25,48,68,89,39,29,-1,2,0
-1,-1,55,45,2,67,31,-1,0,0
-1,-1,24,28,51,-1,-1,-1,2,0
-1,-1,46,30,-1,-1,-1,37,0,0
-1,-1,-1,-1,63,-1,-1,-1,1,0
90,-1,42,25,-1,-1,-1,66,2,0
5,7,33,50,70,39,73,-1,2,0
24,19,80,76,66,-1,-1,-1,1,1
-1,-1,26,55,43,13,57,-1,2,0
30,48,95,95,70,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
61,13,43,26,66,37,45,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,7,26,93,18,6,-1,2,0
-1,-1,-1,-1,5,-1,-1,-1,1,0
-1,-1,79,75,18,64,86,-1,0,0
-1,-1,-1,-1,46,-1,42,-1,1,0
7,16,70,65,72,-1,75,-1,1,0
-1,-1,4,24,94,19,23,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,24,-1,-1,-1,2,0
-1,-1,14,8,-1,-1,-1,-1,2,0
-1,-1,-1,-1,87,-1,11,-1,2,0
20,43,94,94,81,-1,13,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,0,0
-1,-1,-1,-1,24,-1,-1,0,1,0
46,26,92,91,58,84,18,-1,1,1
-1,-1,6,1,31,-1,-1,-1,2,0
-1,-1,24,36,64,11,6,-1,2,0
-1,-1,22,20,64,14,15,-1,2,0
28,34,96,96,83,-1,6,-1,1,1
-1,-1,-1,-1,-1,-1,2,-1,2,0
-1,-1,43,26,-1,53,33,-1,0,0
21,21,69,63,10,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,6,-1,2,0
-1,-1,-1,-1,-1,-1,46,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,47,-1,0,0
35,-1,81,78,-1,81,43,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,92,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,97,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,69,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
31,17,34,54,82,-1,-1,-1,2,0
-1,-1,-1,-1,60,-1,19,-1,2,0
-1,-1,69,62,12,-1,-1,38,0,1
32,10,26,64,90,-1,-1,-1,2,0
-1,-1,43,26,-1,-1,-1,-1,1,0
-1,-1,-1,-1,51,-1,-1,-1,2,0
-1,-1,-1,-1,6,-1,-1,22,2,0
66,-1,-1,-1,-1,-1,-1,15,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,30,-1,-1,57,1,0
80,-1,-1,-1,-1,-1,39,-1,0,0
-1,-1,30,-1,-1,-1,-1,-1,2,0
-1,-1,24,49,49,10,31,-1,2,0
-1,-1,-1,-1,-1,-1,27,-1,0,0
44,27,38,79,88,38,27,-1,2,1
-1,-1,-1,-1,60,-1,-1,-1,1,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,15,3,50,-1,-1,-1,2,0
73,-1,83,80,22,68,91,-1,0,0
90,-1,68,61,33,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,27,2,0
-1,-1,-1,-1,-1,-1,99,-1,0,0
-1,-1,80,77,27,75,57,-1,0,0
59,17,41,57,73,-1,-1,95,2,0
90,18,79,75,44,-1,-1,85,1,0
82,-1,-1,-1,-1,-1,95,-1,2,0
71,-1,37,36,71,-1,-1,84,2,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,24,-1,-1,31,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,23,16,59,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,83,-1,0,0
21,24,54,42,36,-1,-1,-1,1,0
90,-1,45,28,37,-1,-1,6,1,0
-1,-1,7,3,52,-1,-1,-1,2,0
-1,-1,16,23,58,-1,-1,61,2,0
-1,-1,-1,-1,19,-1,-1,29,2,0
-1,-1,-1,-1,-1,-1,29,-1,2,0
-1,-1,-1,-1,-1,-1,-1,63,0,0
23,30,69,62,25,-1,-1,-1,1,0
-1,-1,-1,-1,7,-1,-1,40,2,0
-1,-1,-1,-1,-1,-1,-1,29,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,20,4,27,-1,-1,-1,1,0
17,48,70,98,98,79,43,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
29,43,50,87,86,48,5,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,23,-1,-1,59,2,0
-1,-1,-1,-1,16,-1,-1,45,0,0
90,-1,58,48,-1,-1,-1,5,1,0
-1,-1,87,85,38,76,55,-1,0,0
-1,-1,-1,-1,-1,-1,95,-1,0,0
-1,-1,-1,-1,-1,-1,72,-1,0,0
42,23,70,64,52,-1,-1,86,1,1
-1,-1,-1,-1,17,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,86,-1,0,0
16,-1,37,67,83,-1,-1,90,2,1
-1,-1,-1,-1,-1,-1,-1,29,0,0
-1,-1,63,55,7,-1,-1,8,0,0
-1,-1,-1,-1,-1,-1,51,-1,0,0
65,51,39,76,89,-1,-1,94,2,1
14,-1,72,66,45,-1,-1,58,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
12,48,93,93,84,-1,-1,-1,1,1
-1,-1,-1,-1,7,-1,-1,8,1,0
-1,-1,-1,-1,71,-1,-1,76,0,0
-1,-1,-1,-1,73,-1,-1,-1,1,0
-1,-1,-1,-1,49,-1,-1,97,1,1
-1,-1,-1,-1,82,-1,-1,-1,1,0
-1,-1,21,36,75,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,11,-1,2,0
-1,-1,-1,-1,77,-1,-1,-1,1,0
-1,-1,-1,-1,76,-1,-1,69,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
31,23,88,87,57,-1,-1,-1,1,1
-1,-1,45,28,-1,-1,-1,57,0,0
-1,-1,0,0,96,-1,-1,-1,2,1
-1,-1,5,26,20,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,66,-1,0,0
1,56,98,98,98,-1,-1,-1,1,1
-1,-1,-1,-1,38,-1,28,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,60,83,-1,0,0
-1,-1,-1,-1,69,-1,-1,-1,1,0
-1,-1,15,37,53,17,75,-1,2,0
29,47,44,95,88,44,26,-1,2,1
-1,-1,37,17,76,38,41,-1,2,0
-1,-1,-1,-1,71,-1,-1,47,2,0
-1,-1,-1,-1,34,-1,-1,-1,0,0
40,36,34,68,72,-1,-1,87,2,1
24,-1,-1,-1,-1,-1,-1,-1,2,0
28,21,90,89,72,85,42,-1,1,0
-1,-1,0,8,82,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,64,57,-1,-1,-1,-1,1,0
-1,-1,23,18,76,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
-1,-1,13,7,67,7,49,-1,2,0
59,34,85,83,62,-1,-1,92,1,1
-1,-1,-1,-1,78,-1,-1,84,2,0
14,21,92,91,77,82,61,-1,1,1
36,4,62,54,14,-1,-1,-1,1,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,18,0,0
-1,-1,-1,-1,-1,-1,-1,61,1,0
-1,-1,64,57,-1,-1,-1,-1,1,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,55,-1,-1,-1,1,1
11,26,31,40,0,-1,-1,89,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
21,-1,37,37,-1,-1,-1,69,2,0
-1,-1,39,20,0,-1,-1,-1,0,0
-1,-1,58,62,81,-1,-1,-1,2,0
42,-1,59,50,19,-1,81,-1,0,0
-1,-1,1,13,86,-1,-1,15,2,0
83,-1,30,9,-1,-1,-1,43,2,0
74,32,32,70,-1,-1,-1,76,2,1
-1,-1,-1,-1,-1,-1,8,-1,2,0
-1,-1,-1,-1,81,-1,1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,61,0,0
36,27,62,54,48,49,17,-1,1,0
-1,-1,-1,-1,-1,-1,-1,44,0,0
-1,-1,-1,-1,36,-1,-1,27,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
90,-1,-1,-1,8,-1,-1,37,0,0
69,-1,22,5,14,-1,92,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
59,-1,80,76,42,-1,-1,-1,1,1
64,23,69,62,36,-1,-1,90,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,63,55,60,58,81,-1,0,0
-1,-1,-1,-1,94,-1,19,-1,2,0
-1,-1,77,72,-1,71,82,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,80,-1,-1,-1,1,0
-1,-1,71,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,25,2,0
-1,-1,-1,-1,-1,-1,1,-1,1,0
-1,-1,6,7,34,-1,-1,36,2,0
-1,-1,-1,-1,-1,70,7,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
22,14,91,90,81,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,5,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,65,0,0
71,14,40,61,81,41,28,-1,2,0
-1,-1,-1,-1,-1,-1,96,-1,0,0
-1,-1,-1,-1,26,-1,-1,-1,2,0
8,-1,40,21,36,-1,39,-1,1,1
-1,-1,-1,-1,-1,-1,17,-1,2,0
-1,-1,-1,-1,-1,-1,28,-1,0,0
-1,-1,28,39,76,25,13,-1,2,0
11,1,33,37,77,-1,-1,-1,2,0
-1,-1,75,71,28,-1,-1,73,0,0
-1,-1,-1,-1,10,-1,-1,-1,0,0
23,-1,40,21,7,-1,-1,74,1,1
-1,-1,-1,-1,80,-1,96,-1,1,0
-1,-1,-1,-1,-1,-1,-1,0,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,72,67,-1,93,50,-1,1,0
-1,-1,-1,-1,-1,-1,-1,71,1,0
-1,-1,63,55,17,51,99,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
34,-1,-1,-1,0,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,26,-1,2,0
69,5,79,75,21,-1,35,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
39,-1,15,31,51,-1,-1,-1,2,0
85,-1,71,65,-1,-1,28,-1,0,0
-1,-1,-1,-1,-1,-1,9,-1,0,0
-1,-1,-1,-1,43,-1,-1,67,1,1
-1,-1,-1,-1,92,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,54,-1,0,0
-1,-1,83,81,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,67,-1,-1,-1,2,0
60,34,41,65,78,-1,-1,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,94,-1,-1,71,2,1
-1,-1,-1,-1,65,-1,-1,-1,1,0
-1,-1,2,0,17,-1,-1,-1,2,0
-1,-1,29,52,73,13,49,-1,2,0
-1,-1,75,71,7,63,90,-1,0,0
-1,-1,56,45,10,37,59,-1,1,0
30,35,85,83,84,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,49,-1,1,0
-1,-1,39,52,67,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,42,-1,0,0
90,-1,49,35,36,44,86,-1,1,0
28,20,64,56,75,-1,-1,-1,1,0
-1,-1,-1,-1,38,-1,-1,37,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,6,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
75,-1,72,67,13,43,93,-1,0,0
-1,-1,-1,-1,-1,-1,-1,11,0,0
-1,-1,-1,-1,-1,-1,65,-1,0,0
80,19,52,85,95,56,33,-1,2,1
-1,-1,-1,-1,0,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,17,0,0
52,-1,51,38,8,-1,-1,37,0,0
-1,-1,66,59,-1,69,56,-1,0,0
1,56,99,99,98,98,8,-1,1,1
-1,-1,7,28,92,8,32,-1,2,0
-1,-1,-1,-1,-1,-1,-1,23,2,0
-1,-1,-1,-1,-1,-1,-1,45,0,0
-1,-1,-1,-1,63,-1,-1,-1,1,0
61,-1,25,42,58,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,12,-1,0,0
-1,-1,-1,-1,22,-1,-1,79,1,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,59,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,54,-1,-1,-1,2,0
-1,-1,38,51,3,28,92,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,62,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,33,-1,-1,65,2,0
64,17,69,84,90,45,39,-1,2,0
-1,-1,-1,-1,-1,-1,-1,26,0,0
-1,-1,31,45,91,17,49,-1,2,0
-1,-1,13,24,-1,-1,-1,-1,2,0
43,31,38,73,90,-1,-1,-1,2,1
-1,-1,-1,-1,72,-1,-1,29,1,0
-1,-1,43,25,-1,16,99,-1,0,0
-1,-1,17,12,32,17,72,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,6,-1,1,0
20,-1,89,88,36,-1,-1,-1,0,1
80,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,44,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,73,68,-1,55,98,-1,0,0
36,12,36,56,81,-1,-1,87,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,9,-1,2,0
-1,-1,-1,-1,-1,-1,-1,6,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,12,0,0
21,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
21,7,81,78,37,72,73,-1,1,0
-1,-1,-1,-1,-1,-1,93,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,72,67,39,64,72,-1,0,0
-1,-1,-1,-1,-1,-1,81,-1,0,0
-1,-1,-1,-1,-1,-1,-1,51,2,0
-1,-1,-1,-1,22,-1,-1,-1,1,0
-1,-1,-1,-1,1,-1,-1,-1,2,0
75,-1,67,61,-1,-1,-1,-1,0,0
69,20,38,64,77,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
86,-1,-1,-1,-1,-1,17,-1,0,0
-1,-1,30,30,82,23,17,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,1,-1,-1,45,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,64,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,86,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,0,2,0
-1,-1,48,33,33,47,90,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,60,51,-1,-1,-1,-1,0,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
27,36,77,73,44,61,79,-1,1,0
-1,-1,-1,-1,-1,-1,-1,7,0,0
-1,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,-1,-1,63,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,3,19,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,59,0,0
-1,-1,-1,-1,-1,-1,37,-1,2,0
45,-1,-1,-1,-1,-1,66,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,3,-1,-1,33,0,0
-1,-1,-1,-1,-1,-1,89,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
46,43,98,98,75,93,13,-1,1,1
-1,-1,-1,-1,26,-1,-1,-1,1,0
59,20,88,87,62,-1,-1,93,1,1
52,-1,83,80,54,74,86,-1,0,0
24,16,39,63,87,-1,-1,-1,2,0
28,18,88,87,55,81,44,-1,1,0
19,-1,81,78,49,-1,-1,-1,1,0
-1,-1,22,4,24,-1,-1,53,2,0
-1,-1,-1,-1,95,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,37,0,0
90,-1,-1,-1,-1,-1,33,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,11,-1,-1,-1,2,0
-1,-1,47,31,-1,-1,-1,-1,1,0
-1,-1,-1,-1,68,-1,-1,68,1,0
-1,-1,-1,-1,-1,-1,-1,47,2,0
-1,-1,-1,-1,8,-1,-1,40,0,0
-1,-1,-1,-1,-1,-1,95,-1,0,0
-1,-1,-1,-1,-1,-1,82,-1,0,0
-1,-1,-1,-1,78,-1,-1,-1,1,0
-1,-1,62,54,53,40,89,-1,0,1
-1,-1,-1,-1,5,-1,-1,-1,0,0
-1,-1,66,59,38,58,96,-1,0,0
-1,-1,-1,-1,-1,-1,32,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,70,63,39,47,90,-1,0,0
-1,-1,-1,-1,-1,-1,66,-1,0,0
-1,-1,-1,-1,13,-1,-1,-1,2,0
-1,-1,54,43,92,36,30,-1,1,0
21,43,58,48,6,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,49,-1,2,0
-1,-1,19,14,36,15,77,-1,2,0
-1,-1,-1,-1,90,-1,-1,-1,1,0
-1,-1,-1,-1,0,-1,-1,-1,1,1
-1,-1,-1,-1,13,-1,-1,-1,2,0
-1,-1,18,16,48,-1,-1,-1,2,0
-1,-1,48,33,-1,-1,-1,79,1,0
-1,-1,-1,-1,-1,-1,2,-1,2,0
-1,-1,-1,-1,20,-1,73,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,10,-1,-1,-1,1,0
-1,-1,-1,-1,6,-1,-1,-1,0,0
-1,-1,56,45,-1,-1,-1,30,0,0
0,13,4,0,-1,-1,-1,79,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,10,-1,-1,39,2,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
43,19,50,64,85,45,19,-1,2,1
-1,-1,40,21,-1,-1,-1,23,0,0
6,32,46,30,36,-1,-1,87,1,1
-1,-1,-1,-1,-1,-1,83,-1,2,0
6,2,39,52,58,35,82,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
39,13,32,45,66,30,45,-1,2,0
-1,-1,-1,-1,20,-1,-1,-1,2,0
-1,-1,-1,-1,29,-1,-1,88,1,1
2,-1,17,3,17,-1,-1,8,2,0
-1,-1,18,40,-1,-1,-1,-1,2,0
18,26,90,89,89,90,34,-1,1,0
69,44,91,91,80,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,48,0,0
49,-1,30,9,2,-1,-1,-1,0,0
49,-1,54,42,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,51,0,0
-1,-1,-1,-1,-1,-1,76,-1,0,0
-1,-1,48,34,-1,-1,-1,40,0,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
81,26,88,87,66,-1,-1,93,1,1
-1,-1,-1,-1,-1,-1,-1,0,0,0
-1,-1,-1,-1,97,-1,10,-1,2,0
-1,-1,-1,-1,73,-1,-1,58,2,0
-1,-1,-1,-1,24,-1,-1,-1,2,0
-1,-1,-1,-1,76,-1,-1,-1,1,0
-1,-1,-1,-1,49,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,27,-1,92,-1,0,1
-1,-1,22,18,55,-1,-1,76,2,0
-1,-1,-1,-1,-1,-1,40,-1,0,0
-1,-1,-1,-1,4,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,23,2,0
-1,-1,-1,-1,32,-1,59,-1,0,0
-1,-1,-1,-1,-1,-1,29,-1,0,0
-1,-1,-1,-1,3,-1,-1,63,0,0
-1,-1,76,-1,-1,-1,-1,-1,0,0
-1,-1,55,45,-1,-1,-1,-1,1,0
-1,-1,69,63,-1,-1,-1,-1,1,1
61,45,48,87,93,45,7,-1,2,1
-1,-1,-1,-1,31,-1,-1,-1,2,1
79,24,50,73,74,-1,-1,91,2,1
-1,-1,77,72,-1,-1,-1,-1,0,0
-1,-1,-1,-1,7,-1,-1,41,0,0
-1,-1,-1,-1,-1,-1,-1,20,1,0
25,16,36,49,65,-1,42,-1,2,0
-1,-1,-1,-1,-1,-1,43,-1,0,0
-1,-1,41,23,7,-1,-1,76,1,0
-1,-1,6,15,68,-1,-1,-1,2,0
11,-1,34,13,34,17,91,-1,1,0
-1,-1,47,31,-1,-1,-1,34,1,0
-1,-1,-1,-1,94,-1,-1,-1,0,0
0,-1,17,3,81,-1,-1,41,1,0
-1,-1,-1,-1,-1,-1,61,-1,2,0
54,38,51,91,93,47,18,-1,2,1
47,14,77,72,58,-1,-1,77,1,0
-1,-1,60,52,38,49,98,-1,1,0
-1,-1,58,49,13,37,88,-1,0,0
-1,-1,70,65,14,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
-1,-1,36,43,84,39,37,-1,2,0
-1,-1,-1,-1,-1,-1,26,-1,2,0
-1,-1,-1,-1,-1,-1,-1,4,0,0
-1,-1,-1,-1,31,-1,96,-1,0,0
-1,-1,-1,-1,29,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
61,-1,53,41,52,44,16,-1,1,0
54,37,70,65,66,53,23,-1,1,0
6,3,27,56,66,-1,-1,-1,2,0
-1,-1,10,20,53,30,22,-1,2,0
-1,-1,-1,-1,-1,-1,61,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
77,16,99,99,2,99,2,-1,0,0
-1,-1,-1,-1,-1,-1,-1,35,0,0
-1,-1,-1,-1,25,-1,-1,61,1,0
82,-1,73,68,59,-1,-1,93,1,1
79,-1,-1,-1,68,-1,49,-1,0,0
-1,-1,-1,-1,95,-1,-1,87,1,0
65,-1,-1,-1,-1,-1,-1,-1,2,0
50,-1,57,47,13,-1,-1,-1,0,0
-1,-1,-1,-1,66,-1,-1,-1,2,0
12,-1,74,69,61,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,30,-1,-1,78,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,22,37,35,-1,-1,-1,2,0
-1,-1,2,2,-1,-1,-1,57,2,0
-1,-1,-1,-1,12,-1,-1,65,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,45,29,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,59,-1,0,0
-1,-1,-1,-1,16,-1,-1,-1,0,0
-1,-1,72,66,95,-1,-1,-1,0,0
29,41,90,89,85,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,19,4,62,-1,-1,-1,2,0
49,32,47,31,73,-1,-1,-1,1,1
-1,-1,-1,-1,35,-1,-1,43,1,0
-1,-1,-1,-1,16,-1,-1,-1,2,0
-1,-1,92,91,40,87,84,-1,0,0
-1,-1,77,72,22,71,81,-1,0,0
-1,-1,16,27,72,-1,-1,43,2,0
-1,-1,-1,-1,84,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,1,0,0
-1,-1,85,83,32,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,59,-1,0,0
-1,-1,70,64,31,-1,-1,-1,1,0
79,-1,70,63,35,-1,-1,-1,0,0
20,-1,74,69,30,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,90,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,30,32,69,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,66,-1,-1,-1,-1,-1,1,0
-1,-1,10,25,45,-1,-1,42,2,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,29,-1,-1,-1,2,0
60,29,84,82,61,70,10,-1,1,1
-1,-1,-1,-1,4,-1,-1,46,0,0
